id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;preferred_foot;weak_foot(1-5);skill_moves(1-5);club_team
221653;Fran Serrano;Francisco José Serrano Santos;20.04.1995;193.04;84.8;CB;Spain;62;Right;3;2;Granada CF
212693;T. Söderström;Tim Söderström;04.01.1994;187.96;76.2;CM;Sweden;62;Right;3;2;Hammarby IF
238036;J. Cejas;Juan Bautista Cejas;06.03.1998;175.26;69.9;CAM;Argentina;62;Right;3;2;Estudiantes de La Plata
193235;J. Kotzke;Jonatan Kotzke;18.03.1990;182.88;74.8;CDM;Germany;62;Right;3;2;FC Ingolstadt 04
245715;J. Shackleton;Jamie Shackleton;08.10.1999;170.18;64.9;RB;England;62;Right;2;2;Leeds United
177363;C. Alcock;Craig Alcock;08.12.1987;172.72;69.9;RB;England;62;Right;3;2;Yeovil Town
245714;Álex Blanco;Alejandro Blanco Sánchez;16.12.1998;175.26;69.9;LM;Spain;62;Left;4;2;Deportivo Alavés
224466;Ba Dun;??;16.09.1995;154.94;72.1;CAM;China PR;62;Right;3;2;Beijing Sinobo Guoan FC
187857;G. Sandomierski;Grzegorz Sandomierski;05.09.1989;195.58;86.2;GK;Poland;62;Left;3;1;Jagiellonia Bia?ystok
242641;R. Aït Nouri;Rayan Aït Nouri;06.06.2001;152.4;69.9;LB;France;62;Left;3;2;Angers SCO
238801;J. Dem;Jamil Dem;09.03.1993;182.88;72.1;CDM;Germany;62;Right;3;2;SG Sonnenhof Großaspach
233169;M. Yamane;?? ??;22.12.1993;152.4;68.9;CB;Japan;62;Right;4;2;Shonan Bellmare
209361;T. Payne;Tim Payne;10.01.1994;152.4;78.9;CDM;New Zealand;62;Right;3;2;New Zealand
242128;T. Sawada;?? ?;26.05.1991;170.18;63;RW;Japan;62;Right;3;2;V-Varen Nagasaki
241872;S. Barreto;Sergio Barreto;20.04.1999;182.88;78;CB;Argentina;62;Right;3;2;Independiente
171984;K. Lejeune;Kévin Lejeune;22.01.1985;154.94;81.2;LB;France;62;Left;2;3;AC Ajaccio
242147;W. Piñones;Wilson Piñones;07.04.1988;175.26;69.9;CDM;Chile;62;Right;3;2;Deportes Iquique
222947;T. Davies;Tom Davies;18.04.1992;185.42;69.9;CB;England;62;Right;2;2;Coventry City
204515;S. Sama;Stephen Sama;05.03.1993;187.96;87.1;CB;Germany;62;Right;3;2;Heracles Almelo
200931;Fran Cruz;Francisco Pablo Cruz Torres;22.06.1991;182.88;73;CB;Spain;62;Right;3;2;Extremadura UD
242914;K. Nakamura;?? ??;28.07.2000;154.94;74.8;RM;Japan;62;Right;3;4;Gamba Osaka
242402;A. Eisa;Abobaker Eisa;05.01.1997;154.94;74.8;LM;Sudan;62;Right;3;3;Colchester United
205026;S. Byrne;Shaun Byrne;09.06.1993;182.88;73.9;CM;Scotland;62;Right;3;2;Livingston FC
237793;T. Fukumitsu;?? ??;22.02.1992;170.18;63;RM;Japan;62;Right;3;3;Cerezo Osaka
242656;I. Meslier;Illan Meslier;02.03.2000;195.58;73.9;GK;France;62;Right;2;1;FC Lorient
111328;L. McCormick;Luke McCormick;15.08.1983;182.88;88;GK;England;62;Right;4;1;Swindon Town
223968;V. Vasic;Vaso Vasi?;26.04.1990;185.42;79.8;GK;Serbia;62;Right;3;1;Royal Excel Mouscron
200928;O. Banks;Ollie Banks;21.09.1992;190.5;74.8;CM;England;62;Right;4;2;Tranmere Rovers
242911;Zhang Yu;??;07.05.1994;187.96;79.8;CB;China PR;62;Left;3;2;Beijing Sinobo Guoan FC
242399;O. Macías;Óscar Uriel Macías Mora;09.07.1998;175.26;73.9;CM;Mexico;62;Right;3;2;Lobos BUAP
234207;J. Kitolano;John Kitolano;18.10.1999;175.26;64.9;LWB;Norway;62;Left;3;2;Wolverhampton Wanderers
166879;L. Grorud;Lars Grorud;02.07.1983;187.96;86.2;CB;Norway;62;Right;3;2;Sandefjord Fotball
245491;P. Beruatto;Pietro Beruatto;21.12.1998;182.88;78;LB;Italy;62;Left;3;2;Juventus
241651;V. Gyökeres;Viktor Gyökeres;04.06.1998;187.96;86.2;ST;Sweden;62;Right;3;3;Brighton & Hove Albion
198899;João Pereira;João Duarte Vieira Pereira;10.05.1990;182.88;78.9;LB;Portugal;62;Left;3;2;SønderjyskE
190962;T. Aldred;Tom Aldred;11.09.1990;187.96;83;CB;Scotland;62;Right;2;2;Motherwell
247026;A. Schäfer;András Schäfer;13.04.1999;152.4;67.1;LM;Hungary;62;Right;5;2;Genoa
236530;L. O'Brien;Lewis O'Brien;14.10.1998;172.72;63;CM;England;62;Left;3;3;Bradford City
183025;M. Simon;Matt Simon;22.01.1986;187.96;78;ST;Australia;62;Right;3;2;Central Coast Mariners
245745;Rubén Enri;Rubén Enri Garcia;10.04.1998;154.94;72.1;ST;Spain;62;Right;3;2;CF Reus Deportiu
244209;D. Pérez;Danny Pérez;23.01.2000;152.4;66.2;RW;Venezuela;62;Right;3;3;Colo-Colo
234993;D. Alampasu;Dele Sunday Alampasu;24.12.1996;198.12;78;GK;Nigeria;62;Right;2;1;CD Feirense
233969;F. Arkenberg;Fynn Arkenberg;04.03.1996;185.42;79.8;CB;Germany;62;Right;3;2;Hallescher FC
246768;S. Segarel;Stanley Segarel;04.03.1994;182.88;78.9;ST;France;62;Right;3;2;Amiens SC
238576;Jeong Tae Wook;??? Tae Wook Jeong;16.05.1997;193.04;88;CB;Korea Republic;62;Right;3;2;Daegu FC
247023;S. Yatéké;Sterling Yatéké;15.09.1999;182.88;79.8;ST;Central African Rep.;62;Right;2;2;FK Austria Wien
243695;L. Hupfauf;Lukas Hupfauf;11.09.1996;175.26;73;RB;Austria;62;Right;3;2;FC Wacker Innsbruck
242159;Ricardo Friedrich;Ricardo Schuck Friedrich;18.02.1993;187.96;83;GK;Brazil;62;Right;1;1;FK Bodø/Glimt
239623;R. Torres;Raúl Damián Torres;26.08.1996;172.72;58.1;CM;Mexico;61;Right;3;2;Tigres U.A.N.L.
232455;H. Futami;?? ??;20.03.1992;152.4;74.8;CB;Japan;61;Left;2;2;Shimizu S-Pulse
221447;J. Robinson;Jalen Robinson;08.05.1994;175.26;73.9;CB;United States;61;Right;2;2;DC United
246277;Meseguer;Luis Meseguer Villanueva;07.09.1999;175.26;69.9;LB;Spain;61;Left;3;3;Rayo Vallecano
234501;D. Anyembe;Daniel Anyembe;22.07.1998;187.96;77.1;RB;Denmark;61;Right;3;2;Esbjerg fB
202244;B. Meredith;Bryan Meredith;02.08.1989;187.96;93.9;GK;United States;61;Right;2;1;Seattle Sounders FC
238083;Lim Min Hyeok;??? ???;05.03.1994;185.42;78.9;GK;Korea Republic;61;Right;2;1;Jeonnam Dragons
242434;C. Jones;Curtis Jones;30.01.2001;182.88;68;CM;England;61;Right;3;3;Liverpool
232194;S. Cordero;Salvador Cordero;11.03.1996;152.4;59.9;LB;Chile;61;Right;3;2;CD Antofagasta
229378;A. Edun;Adetayo Edun;14.05.1998;170.18;74.8;CM;England;61;Left;3;2;Fulham
228098;K. Garcia;Kevin Garcia;21.08.1990;187.96;87.1;CB;United States;61;Left;3;2;Houston Dynamo
243969;S. Czajkowski;Sebastian Czajkowski;15.09.1996;154.94;74.8;ST;Denmark;61;Right;3;2;Vendsyssel FF
243713;I. Marega;Issa Marega;20.04.1998;195.58;98;CB;France;61;Right;3;2;KSV Cercle Brugge
239617;A. Cervantes;Alan Cervantes;17.01.1998;154.94;68;CDM;Mexico;61;Right;3;2;Guadalajara
232193;Ko Tae Won;??? ???;10.05.1993;187.96;79.8;CB;Korea Republic;61;Right;3;2;Sangju Sangmu FC
206081;R. Hall-Johnson;Reece Hall-Johnson;09.05.1995;172.72;67.1;RB;England;61;Right;3;2;Grimsby Town
226844;Jiang Jihong;???;08.02.1990;190.5;88;CB;China PR;61;Right;2;2;Guangzhou R&F FC
144156;M. Sejmenovic;Mustafa Sejmenovic;03.01.1986;185.42;79.8;CB;Bosnia Herzegovina;61;Right;3;2;Neuchâtel Xamax
243227;G. Postma;Gerald Postma;12.10.1997;154.94;74.8;CDM;Netherlands;61;Left;2;2;FC Groningen
203547;J. Š?uk;Jasmin Š?uk;14.07.1990;182.88;71.2;CDM;Bosnia Herzegovina;61;Right;3;3;BB Erzurumspor
241178;Raúl Vallejo;Raúl Vallejo Suárez;01.01.1996;175.26;73;CAM;Spain;61;Right;3;2;CD Numancia
180760;F. Al Shammari;Fahad Al Shammari;05.05.1981;154.94;74.8;GK;Saudi Arabia;61;Right;3;1;Al Fayha
245016;A. Ciss;Amadou Ciss;07.09.1999;154.94;69.9;CM;Senegal;61;Right;3;3;Fortuna Sittard
241688;A. Dursun;Abdurrahim Dursun;01.12.1998;152.4;69.9;LB;Turkey;61;Left;3;2;Trabzonspor
237848;E. Zaldívar;Edgar Zaldivar Valverde;17.10.1996;175.26;72.1;CM;Mexico;61;Right;3;3;Club Atlas
235288;S. Schreck;Sam Francis Schreck;29.01.1999;154.94;63;CAM;Germany;61;Right;4;3;Bayer 04 Leverkusen
246807;T. Cissokho;Till Cissokho;08.02.2000;200.66;88;CB;France;61;Left;2;2;FC Girondins de Bordeaux
246039;Jorge Mier;Jorge Mier Martínez;04.02.1999;175.26;64.9;RB;Spain;61;Right;3;2;Real Oviedo
245527;F. Sivetti;Franco Sivetti;30.05.1998;152.4;77.1;CM;Argentina;61;Right;3;2;Estudiantes de La Plata
238103;Liu Junshuai;???;10.01.1995;185.42;79.8;CB;China PR;61;Right;2;2;Shandong Luneng TaiShan FC
235799;A. Sissako;Abdoulaye Sissako;26.05.1998;185.42;79.8;CM;France;61;Right;3;2;La Berrichonne de Châteauroux
234519;J. Aros;Joaquín Aros Melgarejo;23.01.1996;154.94;79.8;RB;Chile;61;Right;2;2;Club Deportes Temuco
228148;R. Hepburn-Murphy;Rushian Hepburn-Murphy;28.08.1998;172.72;81.2;ST;England;61;Right;3;3;Cambridge United
234290;A. Halme;Aapo Halme;22.05.1998;195.58;78;CB;Finland;61;Right;3;2;Leeds United
228658;K. O'Connor;Kevin O'Connor;07.05.1995;182.88;74.8;LB;Republic of Ireland;61;Left;3;2;Cork City
215090;L. Sotomayor;Luis Sotomayor;04.12.1996;152.4;72.1;GK;Chile;61;Right;2;1;Deportes Iquique
189233;T. Vaiho;Tommi Vaiho;13.09.1988;187.96;78;GK;Sweden;61;Right;2;1;Djurgårdens IF
246833;J. Bühler;Johannes Bühler;26.07.1997;154.94;73.9;RM;Germany;61;Right;3;2;VfR Aalen
244529;A. Zekaj;Arton Zekaj;16.04.2000;187.96;83;CDM;Serbia;61;Right;3;2;LOSC Lille
243505;I. Minchev;Ivan Minchev;28.05.1991;167.64;59.9;CM;Bulgaria;61;Right;3;2;Bulgaria
228401;K. Howkins;Kyle Howkins;04.05.1996;195.58;83.9;CB;England;61;Right;3;2;Port Vale
203569;J. Chianese;Joel Joseph Chianese;15.02.1990;175.26;74.8;RM;Australia;61;Right;2;2;Perth Glory
186416;C. Hidalgo;Carlos Daniel Hidalgo;25.04.1986;182.88;73.9;ST;Colombia;61;Right;3;3;Deportivo Pasto
235824;T. Alarcón;Tomás Alarcón;02.10.1999;175.26;69.9;CB;Chile;61;Right;2;2;CD O'Higgins
234288;M. Uusitalo;Markus Uusitalo;15.05.1997;187.96;91.2;GK;Finland;61;Right;3;1;HJK Helsinki
202544;C. Reppesgård;Christer  Reppesgård Hansen;29.03.1993;187.96;83.9;CB;Norway;61;Right;3;2;Sandefjord Fotball
242223;A. Al Hamdan;Abdullah Al Hamdan;12.09.1999;185.42;77.1;ST;Saudi Arabia;61;Right;4;2;Al Shabab
224303;A. Ryczkowski;Adam Ryczkowski;30.04.1997;152.4;71.2;LM;Poland;61;Right;2;2;Górnik Zabrze
245579;Parra;Carlos Parra Arauzo;18.02.1996;170.18;64.9;RB;Spain;61;Right;3;2;AD Alcorcón
242507;N. Al Omran;Nasser Al Omran;13.07.1997;170.18;68.9;CAM;Saudi Arabia;61;Right;3;2;Al Shabab
241995;L. Dietz;Lars Dietz;07.01.1997;190.5;78.9;CDM;Germany;61;Right;2;2;VfL Sportfreunde Lotte
227146;D. Contreras;David Eliécer Contreras Suárez;07.02.1994;172.72;62.1;CDM;Colombia;61;Right;2;2;Rionegro Águilas
241737;B. Risa;Birk Risa;13.02.1998;187.96;76.2;LB;Norway;61;Left;3;3;Odds BK
231241;T. Svendsen;Tobias Svendsen;31.08.1999;172.72;66.2;CM;Norway;61;Right;4;3;Molde FK
155977;G. MacKenzie;Gary MacKenzie;15.10.1985;190.5;83;CB;Scotland;61;Right;2;2;St. Mirren
208457;A. Sarr;Adama Sarr;15.03.1991;175.26;66.2;ST;Senegal;61;Right;3;3;Paris FC
206409;T. Marsh;Tyrone Marsh;24.12.1993;154.94;79.8;LM;England;61;Right;2;2;Macclesfield Town
241736;Y. Bisseck;Yann Aurel Bisseck;29.11.2000;193.04;83;CB;Germany;61;Right;3;2;Holstein Kiel
222024;T. Casali;Tino Casali;14.11.1995;190.5;82.1;GK;Austria;61;Right;3;1;SV Mattersburg
244295;A. Spyrou;Anthony Spyrou;31.12.1999;182.88;73.9;ST;England;61;Right;3;2;Norwich City
243271;C. Yüksel;Celil Yüksel;01.01.1998;170.18;67.1;CM;Turkey;61;Right;3;2;Galatasaray SK
228935;M. Engelhardt;Marcel Engelhardt;05.04.1993;190.5;88;GK;Germany;61;Right;2;1;Eintracht Braunschweig
239942;A. Ávila;José Andrés Ávila De Santiago;01.05.1998;152.4;64.9;LM;Mexico;61;Right;3;2;Club Atlas
212038;A. Al Jadani;Abdullah Al Jadani;06.03.1991;154.94;67.1;GK;Saudi Arabia;61;Right;3;1;Al Wehda
207430;R. Edwards;Ryan Edwards;17.11.1993;175.26;73;CAM;Australia;61;Right;2;2;Heart of Midlothian
241250;F. Baise;Festus Baise;11.04.1980;172.72;72.1;CB;Hong Kong;61;Right;3;2;Guizhou Hengfeng FC
240738;R. Muhammed;Rashad Muhammed;25.09.1993;182.88;82.1;ST;France;61;Right;1;2;BB Erzurumspor
232290;Li Xiaoming;???;19.01.1996;182.88;73.9;CB;China PR;61;Right;3;2;Shanghai Greenland Shenhua FC
231522;A. Stadler;Andrew Stadler;05.01.1988;152.4;71.2;ST;United States;61;Right;3;2;Dalkurd FF
189281;C. Clements;Christopher Clements;06.02.1990;175.26;66.2;CM;England;61;Right;4;3;Cheltenham Town
224097;T. Denton;Tyler Denton;06.09.1995;175.26;66.2;LB;England;61;Left;3;2;Peterborough United
221281;D. Hyam;Dominic Hyam;20.12.1995;187.96;69.9;CB;Scotland;61;Right;3;2;Coventry City
242528;T. Buitink;Thomas Buitink;14.06.2000;175.26;68;ST;Netherlands;61;Right;3;2;Vitesse
235872;Vitó Ferreira;Victor Emanuel Araújo Ferreira;18.09.1997;154.94;69.9;CM;Portugal;61;Left;3;2;Rio Ave FC
213344;D. Barnes;Dillon Barnes;08.04.1996;193.04;78;GK;England;61;Left;3;1;Colchester United
203615;T. Kainz;Tobias Kainz;31.10.1992;175.26;69.9;RB;Austria;61;Right;3;2;TSV Hartberg
239710;Gorka Giralt;Gorka Giralt Amotxategi;18.09.1995;190.5;78.9;GK;Spain;61;Left;3;1;Real Oviedo
231262;Leja;Alberto Lejárraga Rubio;15.04.1995;190.5;83.9;GK;Spain;61;Right;3;1;Granada CF
246877;G. Gaetano;Gianluca Gaetano;05.05.2000;175.26;69.9;CAM;Italy;61;Right;4;3;Napoli
244573;I. Aguilar;Isaác Aguilar;22.07.1997;152.4;74.8;CDM;Mexico;61;Right;3;2;Club América
243549;M. Hosseini;Seyed Majid Hosseini;20.06.1996;182.88;76.2;CB;Iran;61;Right;3;2;Trabzonspor
243832;K. Partida;Kevin Partida;10.03.1995;172.72;68;LB;United States;61;Left;3;2;San Jose Earthquakes
238456;F. Obilor;Faith Friday Obilor;05.03.1991;185.42;94.8;CB;Nigeria;61;Right;3;2;HJK Helsinki
191863;Jiang Jiajun;???;08.01.1990;182.88;73;RB;China PR;61;Right;3;2;Chongqing Dangdai Lifan FC SWM Team
244855;H. Tifner;Hernán Tifner;20.09.1996;175.26;71.2;CAM;Argentina;61;Right;3;2;Gimnasia y Esgrima La Plata
174199;S. Old;Steven Old;17.02.1986;190.5;84.8;CB;New Zealand;61;Right;3;2;Morecambe
204151;D. Byrtek;Damian Byrtek;07.03.1991;193.04;83.9;CB;Poland;61;Right;2;2;Piast Gliwice
243318;Ángel López;Ángel López Pérez;07.02.1997;172.72;74.8;LM;Spain;61;Left;3;2;SD Eibar
242294;J. Cacciabue;Jeronimo Cacciabue;24.01.1998;172.72;73;CDM;Argentina;61;Right;3;2;Newell's Old Boys
186228;Wang Song;??;12.10.1983;152.4;73.9;RM;China PR;61;Right;3;3;Jiangsu Suning FC
242804;B. Lundgaard;Ben Lundgaard;25.09.1995;195.58;93;GK;United States;61;Right;3;1;Columbus Crew SC
240500;L. Woolfenden;Luke Woolfenden;21.10.1998;182.88;69.9;CB;England;61;Right;2;2;Swindon Town
228212;A. Helmersen;Andreas Helmersen;15.03.1998;190.5;82.1;ST;Norway;61;Left;3;2;Odds BK
189811;J. Wallace;James Robert Wallace;19.12.1991;154.94;83;CM;England;61;Right;3;2;Fleetwood Town
244851;G. Guiffrey;Germán Guiffrey;31.12.1997;182.88;73.9;CB;Argentina;61;Left;3;2;Gimnasia y Esgrima La Plata
242803;P. Michael;Peter Godly Michael;10.05.1998;185.42;83;ST;Nigeria;61;Right;3;2;Vålerenga Fotball
241523;M. Forss;Marcus Forss;18.06.1999;185.42;64.9;ST;Finland;61;Right;3;2;Brentford
232846;K. Kakoi;? ???;23.04.1991;190.5;89.8;GK;Japan;61;Right;2;1;Cerezo Osaka
232590;R. Yamazaki;?? ??;14.03.1989;172.72;76.2;LM;Japan;61;Right;3;3;Kashiwa Reysol
244109;M. Krauß;Maximilian Krauß;24.11.1996;170.18;66.2;RW;Germany;61;Right;3;3;SpVgg Unterhaching
235405;D. O'Shea;Dara O'Shea;04.03.1999;182.88;64.9;CB;Republic of Ireland;61;Right;3;2;Exeter City
193164;E. Fernández;Eduardo Fernández;16.12.1992;190.5;77.1;GK;Mexico;61;Right;1;1;Tigres U.A.N.L.
242828;Lee Tae Ho;??? Tae Ho Lee;16.03.1991;185.42;79.8;CB;Korea Republic;61;Right;3;2;Gangwon FC
242060;A. Al Fiqi;Ahmed Al Fiqi;31.12.1992;175.26;66.2;RM;Saudi Arabia;61;Left;2;3;Al Hilal
236940;Darío Poveda;Darío Poveda Romera;13.03.1997;185.42;74.8;ST;Spain;61;Right;3;2;Atlético Madrid
163212;S. Boyd;Scott Boyd;04.06.1986;187.96;74.8;CB;Scotland;61;Right;3;2;Kilmarnock
200844;J. Keohane;Jimmy Keohane;22.01.1991;154.94;72.1;CDM;Republic of Ireland;61;Right;3;3;Rochdale
241035;J. Dinzeyi;Jonathan Dinzeyi;13.10.1999;182.88;83;CB;England;61;Right;3;2;Tottenham Hotspur
229771;C. McCarthy;Conor McCarthy;11.04.1998;185.42;74.8;CB;Republic of Ireland;61;Right;3;2;Cork City
224651;Tang Jiashu;???;22.09.1990;182.88;78.9;CB;China PR;61;Right;2;2;Chongqing Dangdai Lifan FC SWM Team
242826;Lee Jae Ik;??? Jae Ik Lee;21.05.1999;185.42;76.2;CB;Korea Republic;61;Right;3;2;Gangwon FC
244105;J. Asiri;Jaber Asiri;24.09.1997;152.4;64;ST;Saudi Arabia;61;Left;3;2;Al Wehda
235401;V. Golemi?;Vladimir Golemi?;28.06.1991;193.04;83;CB;Serbia;61;Right;3;2;Crotone
228769;S. Ruiz;Santiago Ruiz;01.12.1997;185.42;78.9;LB;Colombia;61;Left;3;2;Envigado FC
213665;J. Houghton;Jordan Houghton;09.11.1995;182.88;78.9;CM;England;61;Right;3;2;Milton Keynes Dons
231840;V. Müller;Valentino Müller;19.01.1999;175.26;68;CDM;Austria;61;Right;3;2;SCR Altach
227744;M. Quiñones;Mairon Quiñones;20.04.1996;172.72;69.9;LB;Colombia;61;Left;2;2;Deportivo Pasto
222624;Bai Yuefeng;??;28.03.1987;154.94;73.9;RB;China PR;61;Right;3;2;Tianjin TEDA FC
215968;M. Reule;Maximilian Reule;01.02.1994;187.96;83.9;GK;Germany;61;Right;3;1;SG Sonnenhof Großaspach
244639;J. Suárez;Jonathan Suárez;22.02.1997;152.4;76.2;RM;United States;61;Right;3;2;Querétaro
241055;Diego Pampín;Diego Varela Pampín;15.03.2000;175.26;71.2;LB;Spain;61;Left;3;2;RC Celta
246430;D. Vlahovic;Dusan Vlahovic;28.01.2000;190.5;79.8;ST;Serbia;61;Left;3;2;Fiorentina
242334;J. Lindsey;Jaylin Lindsey;27.03.2000;172.72;76.2;RB;United States;61;Right;3;2;Sporting Kansas City
241822;J. Ogenia;Justin Ogenia;05.02.1999;154.94;72.1;RW;Curacao;61;Right;3;3;Willem II
149662;A. Bennett;Alan Bennett;04.10.1981;187.96;84.8;CB;Republic of Ireland;61;Right;2;2;Cork City
240285;T. Børkeeiet;Tobias Borchgrevink Børkeeiet;18.04.1999;185.42;74.8;CM;Norway;61;Right;3;2;Stabæk Fotball
208797;L. Gambin;Luke Gambin;16.03.1993;167.64;69.9;LM;Malta;61;Left;3;3;Crawley Town
246940;P. Tawiah;Philimon Tawiah;11.12.1998;172.72;69.9;LB;Ghana;61;Left;3;2;SC Paderborn 07
240796;M. Roffo;Manuel Roffo;04.04.2000;182.88;79.8;GK;Argentina;61;Right;4;1;Boca Juniors
231580;A. Evans;Antony Evans;23.09.1998;187.96;68;CAM;England;61;Right;3;3;Blackpool
228021;Yi Fan;??;08.03.1992;185.42;78.9;GK;China PR;61;Right;1;1;Changchun Yatai FC
238516;L. Østigård;Leo Østigård;28.11.1999;182.88;79.8;CB;Norway;61;Right;3;2;Brighton & Hove Albion
230068;D. Duhaney;Demeaco Duhaney;13.10.1998;154.94;69.9;RB;England;61;Right;4;2;Huddersfield Town
247219;K. Kizito;Kwame Kizito;21.07.1996;187.96;73;ST;Ghana;61;Right;3;2;BK Häcken
242611;K. Kristinsson;Kristófer Ingi Kristinsson;07.04.1999;190.5;71.2;LW;Iceland;61;Right;3;3;Willem II
241075;P. Smyth;Paul Smyth;10.09.1997;175.26;67.1;RM;Northern Ireland;61;Right;2;2;Accrington Stanley
188594;D. Mihajlovic;Dragan Mihajlovic;22.08.1991;152.4;73.9;RB;Switzerland;61;Right;3;2;FC Lugano
244658;K. Anzai;?? ??;07.08.1994;172.72;68;RB;Japan;61;Left;2;2;Sagan Tosu
243378;M. Wintzheimer;Manuel Wintzheimer;10.01.1999;154.94;77.1;ST;Germany;61;Right;5;2;Hamburger SV
241841;G. Lamardo;Gonzalo Lamardo;25.04.1997;167.64;67.1;CAM;Argentina;61;Right;3;3;San Martin de Tucumán
241840;N. Bazan;Nazareno Bazan;08.03.1999;182.88;73.9;ST;Argentina;61;Right;3;2;Vélez Sarsfield
241584;J. Mendive;Joaquín Mendive;08.08.1996;152.4;68.9;GK;Argentina;61;Right;3;1;Club Atlético Huracán
230064;Y. Schmid;Yannick Schmid;11.05.1995;185.42;76.2;CB;Switzerland;61;Right;3;2;FC Luzern
208816;M. Rose;Mitchell Rose;04.07.1994;175.26;78;CM;England;61;Right;3;2;Notts County
246191;J. Álvarez;Julián Álvarez;31.01.2000;170.18;71.2;ST;Argentina;61;Right;3;2;River Plate
238511;T. Basila;Thomas Basila;30.04.1999;187.96;77.1;CB;France;61;Right;2;2;FC Nantes
225999;F. Lesniak;Filip Lesniak;14.05.1996;175.26;69.9;CM;Slovakia;61;Right;3;2;Aalborg BK
212175;P. Farman;Paul Farman;02.11.1989;185.42;81.2;GK;England;61;Right;3;1;Stevenage
210639;J. Morias;Junior Morias;04.07.1995;172.72;88;ST;Jamaica;61;Right;3;2;Northampton Town
241102;M. Lercher;Michael Lercher;04.01.1996;152.4;68.9;LB;Austria;61;Left;3;2;SV Mattersburg
238798;E. Bytyqi;Enis Bytyqi;18.02.1997;152.4;76.2;ST;Kosovo;61;Right;2;3;FC Würzburger Kickers
232654;L. Malagón;Luis Ángel Malagón Velázquez;02.03.1997;152.4;77.1;GK;Mexico;61;Right;2;1;Monarcas Morelia
228558;Bae Sin Yeong;??? Sin Yeong Bae;11.06.1992;154.94;68.9;CM;Korea Republic;61;Right;3;2;Sangju Sangmu FC
228046;Liang Xueming;???;02.08.1995;175.26;69.9;ST;China PR;61;Right;3;2;Guizhou Hengfeng FC
214478;S. Ayala;Jhoan Sebastián Ayala Sanabria;14.09.1995;154.94;78;CDM;Colombia;61;Right;3;2;Jaguares de Córdoba
186572;W. Atkinson;Will Atkinson;14.10.1988;152.4;67.1;CM;England;61;Right;3;2;Mansfield Town
184269;M. Ellis;Mark Ellis;30.09.1988;187.96;78;CB;England;61;Right;2;2;Tranmere Rovers
231116;N. Temperini;Nicolás Temperini;09.02.1995;185.42;78;GK;Argentina;61;Right;2;1;Newell's Old Boys
243659;A. Morkaya;Arif Morkaya;30.05.1989;187.96;79.8;CDM;Turkey;61;Right;2;2;MKE Ankaragücü
239307;R. D'Haese;Robbie D'Haese;25.02.1999;152.4;64.9;LM;Belgium;61;Right;3;3;KV Oostende
239051;J. Albert;Josué Albert;21.01.1992;185.42;86.2;CB;France;61;Right;3;2;Clermont Foot 63
223947;J. Benteke;Jonathan Benteke Lifeka;28.04.1995;185.42;76.2;ST;Belgium;61;Right;3;2;Oldham Athletic
233954;C. Calderón;Cristian Calderón;24.05.1997;170.18;66.2;LB;Mexico;61;Right;2;2;Club Necaxa
232930;M. Kamekawa;?? ??;28.05.1993;175.26;64;LB;Japan;61;Right;4;2;Kashiwa Reysol
231650;J. Bamert;Jan Bamert;09.03.1998;182.88;74.8;CB;Switzerland;61;Right;3;2;FC Sion
228834;E. Wichne;Eirik Wichne;12.05.1997;175.26;69.9;RB;Norway;61;Right;3;2;IK Start
224482;J. Brinch;Jeppe Brinch-Vilhelmsen;08.05.1995;185.42;78.9;RB;Denmark;61;Right;3;2;Esbjerg fB
245217;S. Tka;Saïf Tka;20.04.1991;182.88;82.1;CB;Tunisia;61;Right;3;2;Racing Club de Lens
244449;E. Cerna;Edwin Cerna;17.01.1998;172.72;64.9;LW;Mexico;61;Right;2;2;Tigres U.A.N.L.
229345;M. Hewelt;Mateusz Hewelt;23.09.1996;185.42;78;GK;Poland;61;Right;2;1;Everton
225505;J. Mondragón;John Steven Mondragón;15.10.1994;154.94;74.8;CB;Colombia;61;Right;3;2;Itagüí Leones FC
246752;E. Joseph;Evens Joseph;16.07.1999;152.4;71.2;LW;France;61;Right;3;3;Stade Malherbe Caen
244448;J. Sánchez Purata;Juan Sánchez Purata;09.01.1998;187.96;78;CB;Mexico;61;Right;2;2;Tigres U.A.N.L.
212960;Jung Seon Ho;??? ???;25.03.1989;182.88;78;CDM;Korea Republic;61;Left;3;2;Daegu FC
242655;J. Ponceau;Julien Ponceau;28.11.2000;170.18;59.9;CAM;France;61;Right;3;2;FC Lorient
244190;F. Sgarbi;Filippo Sgarbi;29.12.1997;190.5;83.9;CB;Italy;61;Right;2;2;Perugia
238558;T. Warschewski;Tobias Warschewski;06.02.1998;187.96;78;ST;Germany;61;Right;3;2;SC Preußen Münster
227806;D. Barlaser;Daniel Barlaser;18.01.1997;182.88;62.1;CM;England;61;Right;3;3;Accrington Stanley
237052;C. Omeje;Chidi Omeje;05.05.1990;182.88;78;ST;Nigeria;61;Right;3;2;GIF Sundsvall
238075;M. Taylor-Crossdale;Martell  Taylor-Crossdale;26.12.1999;185.42;77.1;ST;England;61;Right;3;3;Chelsea
237307;H. Wingo;Henry Wingo;04.10.1995;182.88;77.1;RM;United States;61;Right;3;2;Seattle Sounders FC
